shard,iteration,utc,time_source,archive,checkpoint_archive_sha256,archive_mtime_ns,completed_intervals,completion_percent
shard-001,696,2026-09-09T23:41:05.231201+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000696-9d53ef1bdde02822.json.gz,d83efffbf456f7a674728eb1a35a16c203530bb6b3ac0225808e384f86efc870,1788997265231201260,29,0.3310502283105023
shard-000,14,2026-09-09T23:42:04.899354+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000014-eacf1d92030e42bd.json.gz,55f4674ffeb8d8f9574390ae06eefb3b3d5403ba44db3e8201450400882f496f,1788997324899354483,30,0.3424657534246575
shard-001,697,2026-09-09T23:42:38.924574+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000697-b44001fc64fbccf6.json.gz,c072eee4a1635461d78c6b15de3d9ac2d28e12c4a33a7ef5d6fda7b0af0b4e3f,1788997358924574363,31,0.3538812785388128
shard-000,15,2026-09-09T23:43:11.735145+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000015-e564876326aaf15e.json.gz,a464867cfb4c6f81bfe55758a315ad553c16a5e5c54b5490bfdcd404b71c2e12,1788997391735145008,32,0.365296803652968
shard-001,698,2026-09-09T23:44:28.756413+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000698-b917424a44574b5d.json.gz,a2dc80f45e9dd2c475e88e4f8f5405b1577de03108ed9aeb5929a6ae8ffacf01,1788997468756412927,33,0.3767123287671233
shard-000,16,2026-09-09T23:44:39.381137+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000016-0aa356d3cb1d8a68.json.gz,d734e8015f2324d75181aab7be2328a99f024226e6fbfeea5aa11e4a3499d0d7,1788997479381137483,34,0.3881278538812785
shard-001,699,2026-09-09T23:45:23.076117+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000699-e028f0a34a9d5948.json.gz,f9eddbb4355359787e038ea9c5489a245cd19ef6a03137d5856462080deae2da,1788997523076116529,35,0.3995433789954338
shard-001,700,2026-09-09T23:46:24.507876+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000700-3b17d9497c2478c7.json.gz,459f6eba2e2f8117cae4ff0fc602c29e3cfe93ab89a343266afb25bb2b5eb348,1788997584507876241,36,0.410958904109589
shard-000,17,2026-09-09T23:47:03.942105+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000017-78f9a4c38ab2a5e5.json.gz,2be69ef608869779315d5ef1ee56c857004efe1d72a1334f6231aa3236c06b83,1788997623942104777,37,0.4223744292237443
shard-000,18,2026-09-09T23:48:31.390514+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000018-76d4a4354c4eac98.json.gz,e2f99f598f352dbb5a01cfe64935464bea9b01e5598e17b7943e1c567e3c8d48,1788997711390514042,38,0.4337899543378995
shard-001,701,2026-09-09T23:48:44.511500+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000701-7f5b0390521d513e.json.gz,59677f457593ea5508cde549bce9e634d347778090eab80495661935df7a7702,1788997724511500024,39,0.4452054794520548
shard-001,702,2026-09-09T23:50:58.447620+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000702-b67ec87dbb18ca57.json.gz,31255ec9832759aeebd5d70bff99230b65b3b970c1c1a39799db434968a35d50,1788997858447620264,40,0.45662100456621
shard-001,703,2026-09-09T23:53:53.593494+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000703-35bdd351c2255def.json.gz,76f839bcd0964a1c73478b6db2c07c5724fa2ba4010fb2a7cf98fc5f3a8abe75,1788998033593494060,41,0.4680365296803653
shard-001,704,2026-09-09T23:55:06.730947+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000704-ef060b5f6c224491.json.gz,5b2f51b3533e1334f832bc804e3c04acd77b29b6ff6a9d3ba6ad7833285ec0b5,1788998106730946836,42,0.4794520547945205
shard-001,705,2026-09-09T23:56:53.616646+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000705-da21e290b340259b.json.gz,c6ea244fa4ac986be7c8fddbedfb392e9683fe849e9d8be41e2158f9465ca66b,1788998213616646156,43,0.4908675799086758
shard-001,706,2026-09-09T23:58:05.394381+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000706-126eb99a02bd0a07.json.gz,0dfac56e73ec5ead42117d91154ad0c9468fbb424d37a894c2d4c777ab210331,1788998285394380579,44,0.502283105022831
shard-000,19,2026-09-09T23:58:33.396359+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000019-f435233c86d4a731.json.gz,c39bc15f4021d562d1df2f27d47da9ea14d0cbd457607c1373ca094d2080b6bd,1788998313396359296,45,0.5136986301369864
shard-001,707,2026-09-09T23:59:30.202050+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000707-00edab581da7384d.json.gz,1dceebd9cb6eaa72db137bb7b563c4324e6684e132ccd5495f79902aafa12fc4,1788998370202049690,46,0.5251141552511416
shard-000,20,2026-09-10T00:00:05.885618+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000020-e288c8ec7bb4a845.json.gz,d739fd0a4d3d255ff3072f4d201bf8420b3105d10170301f8b637f7e431cbc77,1788998405885618434,47,0.5365296803652968
shard-001,708,2026-09-10T00:01:00.003608+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000708-4d7c34988635a1f7.json.gz,2448bce72c2a24b381137e9e840f01d90224abfdac1bc2255fdf453f796161b4,1788998460003607972,48,0.547945205479452
shard-000,21,2026-09-10T00:01:47.566874+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000021-9fb7aff7f12b0c42.json.gz,0a1d41320e05806ad8f26d4c8fbf33438a0774c3a27e4e9b701ceef7124a44e6,1788998507566874211,49,0.5593607305936074
shard-001,709,2026-09-10T00:02:27.895717+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000709-14cc4017dc16b2e4.json.gz,421710cded9b0408036d6655ed5a6f81197483176407a19a60394b46a78f12af,1788998547895716726,50,0.5707762557077626
shard-001,710,2026-09-10T00:06:36.794693+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000710-4bed5428c42136d0.json.gz,3d03ded02b1d641dcebc81805e3c608f458e3dfd3cfb0d006d261eb7bf27c6e2,1788998796794693239,51,0.5821917808219178
shard-000,22,2026-09-10T00:06:43.239989+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000022-948ab4fc00ed8f23.json.gz,034def77612650a7b77d01ab5491648eb07ef18ca3a6bcabea707af22024da8b,1788998803239988696,52,0.593607305936073
shard-001,711,2026-09-10T00:10:34.370561+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000711-ce16966e035130c5.json.gz,680da65e16c75992879c59200b76eed459a56a927933dda7380f2be08267617d,1788999034370561004,53,0.6050228310502284
shard-000,23,2026-09-10T00:10:56.019833+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000023-65d6c4763fa1fd94.json.gz,3c5def901e338922a8e44ceaef95561c5470aba4b63ec6d7c19dd5a45e45e018,1788999056019832515,54,0.6164383561643836
shard-000,24,2026-09-10T00:12:49.433278+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000024-913916e62973fef8.json.gz,4f71ce25cae2c79d19be22a0389766fe0b57143fcb0a083f6e9831fdba49328d,1788999169433278005,55,0.6278538812785388
shard-001,712,2026-09-10T00:12:55.566864+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000712-a3541cfdcfc4f62c.json.gz,78e1b9f38dab9e6a7750867a3562da2f866d32a5ae2b4f3e31cc6a9f5144d06a,1788999175566863898,56,0.639269406392694
shard-001,713,2026-09-10T00:15:11.328861+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000713-22a9efe60287a375.json.gz,d4b1da0d025d915bb0f6dad9707b3d6f677d6f356443dc71aeb51d91369bbc25,1788999311328861511,57,0.6506849315068494
shard-000,25,2026-09-10T00:15:34.739395+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000025-0b0d140b5d3133cd.json.gz,ffd56e983251f7413e709671d982c2e285783d1d2ba4dd16636db37733559e14,1788999334739394759,58,0.6621004566210046
shard-001,714,2026-09-10T00:17:35.983252+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000714-a13515e81cff563e.json.gz,f3329b0f02b575f596fda653a20eb4601afd533720c3d3e5180ceb9c8de45403,1788999455983252086,59,0.6735159817351598
shard-000,26,2026-09-10T00:18:18.779162+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000026-b6bb593e44d6e395.json.gz,8ddaa9552180ccf6ddcf117b3eedb125d437a08d2e9aa54dde4ff1210149cab5,1788999498779162403,60,0.684931506849315
shard-001,715,2026-09-10T00:19:43.385183+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000715-c861b43cacee297c.json.gz,9ea16457c877e124301b4cb94e99c6d078b97fa2916bafd4d9d5820b4c0a77f0,1788999583385182914,61,0.6963470319634704
shard-000,27,2026-09-10T00:20:26.377190+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000027-4d70fb67423335e2.json.gz,07d2a8b08d53b3ca9211d8a50ea0bd0c12d5cc468b86841dc490647b1a7f70a2,1788999626377190396,62,0.7077625570776256
shard-001,716,2026-09-10T00:21:09.188678+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000716-2c79dfab4fb4ecf7.json.gz,086f9f03d253d2e32ea16e2bc47ac592f9d9f40a34e79d76ab5bb793f7b87a60,1788999669188678038,63,0.7191780821917808
shard-000,28,2026-09-10T00:21:40.969606+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000028-377c20758f7b2dd9.json.gz,e1c9a18506d379f16fa463cfc80c95831ae96d277fbfe058c900e3353ea4f9a0,1788999700969605789,64,0.730593607305936
shard-001,717,2026-09-10T00:25:55.870914+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000717-6322046cf33ef520.json.gz,07eccdf7371b033a67de201c165bfbf8e33edad1af7d886516680059a77468a5,1788999955870914090,65,0.7420091324200914
shard-000,29,2026-09-10T00:25:59.160642+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000029-8e5389466b0646bd.json.gz,73ec2d59f124e2eee0a7a69d796e8266d2bbbdebad5427c9bbba1ed41031db9b,1788999959160641859,66,0.7534246575342466
shard-001,718,2026-09-10T00:31:06.695571+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000718-088a0239a5814bd0.json.gz,f2d32d1cfaf0ab221f5aff16bddc24405e2917a977d17646ead4cb33dd77e15c,1789000266695571299,67,0.7648401826484018
shard-001,719,2026-09-10T00:34:20.678125+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000719-ff46b47589654566.json.gz,d55b90de73ad3ee3fb0d158debae86f58369da749d15e192f6a2273fe4c3708a,1789000460678124916,68,0.776255707762557
shard-001,720,2026-09-10T00:38:13.954199+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000720-2846928074f34398.json.gz,f8a91b6e4e6d3ff1b79424780e1a4220ef33a73ad7ac9a96b5e44fab52b7e0ef,1789000693954198981,69,0.7876712328767124
shard-001,721,2026-09-10T00:40:37.776902+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000721-f77a74279f893d24.json.gz,fd3808dd91abe95def0b7d8ac3f5698a8a76ce736a808f8f60aca5f2611e94bc,1789000837776902383,70,0.7990867579908676
shard-000,30,2026-09-10T00:40:42.699201+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000030-000bd8b66730ad8e.json.gz,69e819cdf48535710467873597ec6e29d0385e8c047b06180fcd221e18c0a35d,1789000842699201417,71,0.8105022831050228
shard-000,31,2026-09-10T00:43:52.551342+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000031-587c76c8e687f8ae.json.gz,6605b4475d0b09444a4161bc65fff23f71c438eb3ff01bcc70ec9f149e640041,1789001032551341539,72,0.821917808219178
shard-001,722,2026-09-10T00:44:14.712865+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000722-d41722a9ef1efc45.json.gz,4a9d1fe116c064ce7268f99cde1235356688d4c61b4e6d1738220593b2fb9e70,1789001054712864917,73,0.8333333333333334
shard-001,723,2026-09-10T00:49:47.083156+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000723-21a90219a486376b.json.gz,ed45f033d7b09358d3880dedfa2a21155a59690f9d07f50249fed9cd8ad1f85c,1789001387083155672,74,0.8447488584474886
shard-001,724,2026-09-10T00:52:39.842388+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000724-661961b5c230e41e.json.gz,15a039e34698bed8a43e0103eecfd9b536a4dbbfd0b875291a1f2f9b39d96b7a,1789001559842387823,75,0.8561643835616438
shard-000,32,2026-09-10T00:54:00.734377+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000032-aee5a8eb080a3196.json.gz,9c85d935bbb9a7036e634e5ae0b682dd20b16dc5afb4ed6d53f49c61c0fb61c2,1789001640734376905,76,0.867579908675799
shard-001,725,2026-09-10T00:54:29.981327+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000725-45e8a6b94cc554fc.json.gz,8a479efef7948996d20852b50bab9c9261c52cd77100d05768fb6680f26ece1b,1789001669981327113,77,0.8789954337899544
shard-000,33,2026-09-10T00:55:22.762325+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000033-f8051db4e64455b1.json.gz,a58d08efdc5233e11e5ca300618d283c7eee3aea8bca504f29968c668aa0b48f,1789001722762324964,78,0.8904109589041096
shard-001,726,2026-09-10T00:56:17.256775+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000726-d762facaa339e494.json.gz,288663ce4a4c22ed54f0a904c2f7db78d020b64b59e924d8b9de7ffca41e9fc9,1789001777256774972,79,0.9018264840182648
shard-000,34,2026-09-10T00:56:48.509816+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000034-92c564d62014da23.json.gz,f7f3fb8596079120f99ab12636766f5e9dc23ce9d6695f963096c293b15ec7db,1789001808509815908,80,0.91324200913242
shard-001,727,2026-09-10T00:59:07.963790+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000727-02543cbed81fd8df.json.gz,1739a1cdbba120c09204580473cd245726c669461be6159193be830e63403c59,1789001947963790136,81,0.9246575342465754
shard-000,35,2026-09-10T01:00:08.052276+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000035-2486624841c1ccc5.json.gz,b094f3cf15d2ae8efe935d65eb58a95a3515a503129dce92037742c1c4351f04,1789002008052276036,82,0.9360730593607306
shard-001,728,2026-09-10T01:00:49.213783+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000728-e22cad7ad5615594.json.gz,a95d6dd46297a370b4dc9ccaf6ec8511f67332f05b80ef92f2150fe55a24ee73,1789002049213783106,83,0.9474885844748858
shard-000,36,2026-09-10T01:01:57.905379+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000036-73bf6d602e5a1e4b.json.gz,f0eb9e86d05a04e52f7c18f86751c59bdcfeef468e65b3033dc132388f2eb7a1,1789002117905379308,84,0.958904109589041
shard-001,729,2026-09-10T01:02:31.654044+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000729-9b7a6a731aa6b36f.json.gz,570253c72d8eff2050f24ac63ff1f5dc1a186b800f8d0a708d57c332b366b456,1789002151654043732,85,0.9703196347031964
shard-000,37,2026-09-10T01:03:46.750412+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000037-faf1c8a3f4b819f2.json.gz,cba4b07080aafca9f0bf1a14a0d3d0d0607e666b1928ca10dcc0c5e2c8d65299,1789002226750412101,86,0.9817351598173516
shard-001,730,2026-09-10T01:04:13.862215+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000730-ea3ec1b0e2b03523.json.gz,40df9c980c56ceb7aa1f4a91ee58aa08d14347cfcafd7db71601dbabdcd74e58,1789002253862214554,87,0.9931506849315068
shard-000,38,2026-09-10T01:06:12.886191+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000038-35815c2bd6e3dfaa.json.gz,6f16f85bb9d16fba789f92f6c94e5601f5e46be4c869721a31984137c68f06d4,1789002372886191065,88,1.004566210045662
shard-001,731,2026-09-10T01:06:16.335442+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-001/window-000731-ef1f039689cfdeb4.json.gz,7f1fd00b1b47eab30b796603539ac6b7dd9693da5dd71755da8a2fcc8b570dbf,1789002376335442375,89,1.0159817351598173
shard-000,39,2026-09-10T01:08:22.036589+00:00,archive_mtime_proxy,experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-000/window-000039-c079a2f77a51c9c3.json.gz,19b5ec0163aa5d526fe1ae5346c2a6f07077c6c12cce694c630681f405ba002e,1789002502036588590,90,1.0273972602739727
