iteration,timestamp,shard,generator_l1_mw,battery_l1_mw,soc_end_l1_mwh,soc_initial_l1_mwh,generator_net_change_mw,generator_counterdirection_mw,battery_net_change_mw,generator_l1_pct_load,battery_l1_pct_fleet_rating,soc_end_l1_pct_fleet_capacity,controller_id,archive_sha256,policy,operator_intervention,storage_bus_41.delta_b_mw,storage_bus_41.delta_soc_end_mwh,storage_bus_65.delta_b_mw,storage_bus_65.delta_soc_end_mwh,storage_bus_89.delta_b_mw,storage_bus_89.delta_soc_end_mwh,storage_bus_105.delta_b_mw,storage_bus_105.delta_soc_end_mwh,opposing_6h_mw,battery_6h_mw,generator_rank,battery_rank,spatial_score,temporal_score,joint_score
10,2025-01-01 10:00:00+00:00,shard-000,842.7574143188712,24.08101991932056,117.56869371004012,94.15171546808617,135.44055835706993,353.6584279809006,23.647298715857573,18.054842852385864,8.886793142228877,10.846806577375553,ac-010-00-primary_controlling,5d0b36ac9ef19543248eae1ab0c73d4acadf9bf3932e14e387df2ff579ea9817,legacy,False,0.4015921808181595,-0.2864757534530682,23.462523327183774,-117.27433448948044,-0.2168606017314934,-0.0078619187918604,4.380958713361557e-05,2.1548314734332052e-05,339.21241249130645,35.02662965686864,0.38551724137931037,0.8270114942528736,-0.4414942528735632,0.8270114942528736,0.38551724137931037
11,2025-01-01 11:00:00+00:00,shard-000,868.819783988353,2.220572327063525,119.20739799208144,117.56869371004012,160.5635905442889,354.12809672203207,1.6219301896619625,18.193905027583902,0.8194738841662873,10.997992303982818,ac-011-00-primary_controlling,42384e1f1acc8d4e3a4651805c7aee6ce6e5fa97e587b74329f29254f57d73b1,legacy,False,-0.2948843479574798,0.0084085945044094,1.921205711924074,-119.19554020140458,-0.0044367207433014,-0.0034251980485322,4.5546438669612144e-05,-2.3998123921842307e-05,341.4281270861445,30.204622882360677,0.3931034482758621,0.7913793103448276,-0.3982758620689655,0.7913793103448276,0.3931034482758621
12,2025-01-01 12:00:00+00:00,shard-000,916.35832163874,70.63044032598911,48.57695766609419,119.20739799208144,239.42472486052463,338.46679838910774,-70.61382300871792,18.735361897157436,26.065262801348815,4.481676603645786,ac-012-00-primary_controlling,9412b2c142f300649f7d7bad4495ba70d9768150e23232a014a918d8320b34bb,legacy,False,0.0083086586355978,9.993587086398747e-05,-70.62055394655873,-48.57498625484584,-0.001567247730357,-0.0018579503181541,-1.0473064415667102e-05,-1.3525059330277143e-05,341.30377260659094,29.181731010279947,0.39252873563218393,0.7841379310344827,-0.39160919540229877,0.7841379310344827,0.39252873563218393
13,2025-01-01 13:00:00+00:00,shard-000,837.4168732530491,48.57695703008538,0.0001579022343207,48.57695766609419,224.7022393496407,306.35731695170415,-48.57691135796439,16.72511626711982,17.926706179872205,1.4567951210183324e-05,ac-013-00-primary_controlling,473c1a0230ab2dd0e282983324d9e9afeb869480f66dc8abdb2c4473f143b463,legacy,False,2.2836060494347483e-05,7.709981036896352e-05,-48.57506488795853,7.863311282108043e-05,-0.001857030197499,-9.201206694342544e-07,-1.227586885647006e-05,-1.2491904612943472e-06,336.697513437475,36.712408400283806,0.3760919540229885,0.8379310344827586,-0.4618390804597701,0.8379310344827586,0.3760919540229885
14,2025-01-01 14:00:00+00:00,shard-000,603.5662106412893,19.7095651005668,19.709500552144448,0.0001579022343207,174.40772614824843,214.57924224652044,19.709563545496124,11.800021774553295,7.273563518441398,1.8183849244174315,ac-014-00-primary_controlling,55f4674ffeb8d8f9574390ae06eefb3b3d5403ba44db3e8201450400882f496f,legacy,False,3.1814680233886394e-05,4.528513014179225e-05,19.709532508351227,-19.709453875238523,-3.953985211689302e-07,-5.247221253057432e-07,-3.821368159848474e-07,-8.67053657316319e-07,317.8049896897175,34.272637827537366,0.305632183908046,0.8239080459770115,-0.5182758620689656,0.8239080459770115,0.305632183908046
15,2025-01-01 15:00:00+00:00,shard-000,720.9799262122385,0.0028756766558106,19.71233219948057,19.709500552144448,202.02989010040432,259.4750180559171,-0.0025892090826113,13.84464431782114,0.0010612317779623,1.8186461702472616,ac-015-00-primary_controlling,a464867cfb4c6f81bfe55758a315ad553c16a5e5c54b5490bfdcd404b71c2e12,legacy,False,2.1489937695226412e-05,2.3795192447551017e-05,0.0001213845542188,-19.709575259792587,-0.002732442869211,0.0027319181471483,3.592946855972063e-07,-1.2263483881724824e-06,304.444150057697,27.53690506328019,0.25632183908045975,0.7719540229885058,-0.515632183908046,0.7719540229885058,0.25632183908045975
16,2025-01-01 16:00:00+00:00,shard-000,1040.452327623033,4.149824343850775,19.20474405219948,19.71233219948057,210.9298533121292,414.7612371554519,-0.5095541899533562,19.71078030484955,1.531439724893016,1.7718164379368455,ac-016-00-primary_controlling,d734e8015f2324d75181aab7be2328a99f024226e6fbfeea5aa11e4a3499d0d7,legacy,False,1.8201350769487097,-1.8201112817562617,-2.3286817905837296,-17.3808934692089,-0.001006816528561,0.0037387346757071,-6.597897752362056e-07,-5.665586115810584e-07,314.62795158678887,24.215039134035234,0.29402298850574715,0.7449425287356322,-0.450919540229885,0.7449425287356322,0.29402298850574715
17,2025-01-01 17:00:00+00:00,shard-000,1115.7731222666896,3.387991702261854,22.581626045045688,19.20474405219948,212.50404967566604,451.6345362955118,3.376876791711218,20.961729991262327,1.2502951090303522,2.083365241067737,ac-017-00-primary_controlling,2be69ef608869779315d5ef1ee56c857004efe1d72a1334f6231aa3236c06b83,legacy,False,3.3824320651648883,-5.2025433469211535,-0.0055521063274494,-17.37534136288116,2.1818216478839203e-06,0.0037365528540505,-5.348947868467078e-06,4.782389325441727e-06,330.8790248490355,24.40960902990162,0.35551724137931034,0.7471264367816092,-0.3916091954022988,0.7471264367816092,0.35551724137931034
18,2025-01-01 18:00:00+00:00,shard-000,1133.89122734705,30.47689006529824,18.30035071409483,22.581626045045688,224.85878598485257,454.51622068109873,-6.738187188868811,21.24380949857828,11.247107412234454,1.6883777324555889,ac-018-00-primary_controlling,e2f99f598f352dbb5a01cfe64935464bea9b01e5598e17b7943e1c567e3c8d48,legacy,False,0.003527095606076,-5.206070442527217,-18.607538627083528,1.232197264202341,11.865818260626051,-11.862081707772006,6.08198259157666e-06,-1.2995932650028408e-06,350.220595231034,17.71735065311981,0.43160919540229886,0.6803448275862068,-0.24873563218390798,0.6803448275862068,0.43160919540229886
19,2025-01-01 19:00:00+00:00,shard-000,1134.449800302126,125.84992637188516,144.15027591648453,18.30035071409483,302.7925134223589,415.82864343988354,-82.27658873008538,21.31859328666446,46.44330955992306,13.299205014539508,ac-019-02-copied_target_free,c39bc15f4021d562d1df2f27d47da9ea14d0cbd457607c1373ca094d2080b6bd,legacy,False,0.0051726685395703,-5.211243111066802,-104.06325696623756,105.29545423043989,21.78149615236031,-33.64357786013231,-5.847476901819214e-07,-7.148455694050426e-07,368.46581631239724,30.5961788767531,0.5293103448275862,0.7955172413793103,-0.26620689655172414,0.7955172413793103,0.5293103448275862
20,2025-01-01 20:00:00+00:00,shard-000,1043.1088616481834,52.70264408610539,190.4163915277034,144.15027591648453,264.5020712638455,389.303395192169,-52.70264408610539,19.771907556270165,19.449238346668217,17.567684924328034,ac-020-00-primary_controlling,d739fd0a4d3d255ff3072f4d201bf8420b3105d10170301f8b637f7e431cbc77,legacy,False,-0.2094009000819632,-5.001842210984841,-49.48437984866209,154.779834079102,-3.0088630292582645,-30.63471483087405,-3.081030788992306e-07,-4.0674251522432314e-07,397.58650847000536,36.09502537434287,0.6891954022988506,0.8339080459770115,-0.14471264367816095,0.8339080459770115,0.6891954022988506
21,2025-01-01 21:00:00+00:00,shard-000,959.0059425237664,70.47621978909925,119.94017348193616,190.4163915277034,149.39473944737432,404.805601538196,60.50672446096908,18.42971340513215,26.008349679968763,11.06559766517445,ac-021-00-primary_controlling,0a1d41320e05806ad8f26d4c8fbf33438a0774c3a27e4e9b701ceef7124a44e6,legacy,False,-4.984746928667119,-0.0170952823177219,65.49147125336813,89.28836282573381,-7.353979546984649e-07,-30.634714095476085,8.716660266712731e-07,-1.2784085328121364e-06,421.8082723837185,47.84058272641678,0.7545977011494253,0.9033333333333333,-0.14873563218390806,0.9033333333333333,0.7545977011494253
22,2025-01-01 22:00:00+00:00,shard-000,905.3667860783112,63.90406185360578,56.03611162833037,119.94017348193616,140.0600310922763,382.65337749301744,63.88446077437271,17.717426672421833,23.5829786505661,5.169853002532923,ac-022-00-primary_controlling,034def77612650a7b77d01ab5491648eb07ef18ca3a6bcabea707af22024da8b,legacy,False,-0.0097990970227635,-0.0072961852949584,63.89426131398925,25.394101511744577,-1.0610662239755474e-06,-30.634713034409856,-3.815275520857919e-07,-8.968809765974584e-07,416.4569624399794,57.79962231137595,0.7447126436781609,0.9448275862068966,-0.20011494252873563,0.9448275862068966,0.7447126436781609
23,2025-01-01 23:00:00+00:00,shard-000,858.9258059010881,25.40135050066632,30.634761168834245,56.03611162833037,173.1248074568514,342.90049922211836,25.38675547578228,17.173160678916684,9.374044296668751,2.8263419321640693,ac-023-00-primary_controlling,3c5def901e338922a8e44ceaef95561c5470aba4b63ec6d7c19dd5a45e45e018,legacy,False,-0.0072962058800435,2.0585085044174743e-08,25.3940529882243,4.852352028214256e-05,-6.495144931166334e-07,-30.63471238489537,-6.570474836800751e-07,-2.39833511272991e-07,398.3346229277472,61.46851544444335,0.6913793103448276,0.9545977011494253,-0.26321839080459775,0.9545977011494253,0.6913793103448276
24,2025-01-02 00:00:00+00:00,shard-000,826.47266997875,1.950478758910495e-05,30.634771008232644,30.634761168834245,192.98011559130543,316.7462771937223,-1.950478758910495e-05,16.909120021480692,7.197992990671444e-06,2.8263428399401778,ac-024-00-primary_controlling,4f71ce25cae2c79d19be22a0389766fe0b57143fcb0a083f6e9831fdba49328d,legacy,False,-9.447705606121274e-07,9.65355645627731e-07,-6.492112275809251e-06,5.5015632557942266e-05,-4.592861084095108e-06,-30.634707792034277,-7.475043668588464e-06,7.235210162548356e-06,375.3729656798511,56.38903701769158,0.5741379310344827,0.9411494252873563,-0.3670114942528736,0.9411494252873563,0.5741379310344827
25,2025-01-02 01:00:00+00:00,shard-000,789.2650674864167,0.0001582777331238,30.634865094830324,30.634771008232644,187.5074884116728,300.878789537372,0.0001582777331238,16.537467802779904,5.841037788289074e-05,2.8263515203047747,ac-025-00-primary_controlling,ffd56e983251f7413e709671d982c2e285783d1d2ba4dd16636db37733559e14,legacy,False,4.476746516264726e-05,-4.380210946688486e-05,2.3895001991077317e-05,3.1120630835115394e-05,5.843835968783606e-05,-30.634766230393964,3.117690628233107e-05,-2.394169605679508e-05,356.21465669609915,35.41407566866624,0.45804597701149424,0.8290804597701149,-0.37103448275862067,0.8290804597701149,0.45804597701149424
26,2025-01-02 02:00:00+00:00,shard-000,695.5477098919284,6.401008840207394e-05,30.634879696501645,30.634865094830324,183.1268893832904,256.210410254319,2.8836924996764697e-05,14.9060462323593,2.362210639544476e-05,2.826352867444898,ac-026-00-primary_controlling,8ddaa9552180ccf6ddcf117b3eedb125d437a08d2e9aa54dde4ff1210149cab5,legacy,False,1.6402746063029765e-05,-6.020485548092128e-05,7.1176269439431376e-06,2.4003004195248892e-05,-1.7586581702654623e-05,-30.63474864381226,2.2903133692446417e-05,-4.684482971129e-05,334.0324925397909,26.63031232266341,0.366551724137931,0.7648275862068965,-0.3982758620689655,0.7648275862068965,0.366551724137931
27,2025-01-02 03:00:00+00:00,shard-000,712.349824331321,2.2184275408345515,28.41650179463701,30.634879696501645,180.38847005561504,265.980677137853,-2.21842292897576,15.566751227079424,0.8186823781746372,2.62168685255836,ac-027-00-primary_controlling,07d2a8b08d53b3ca9211d8a50ea0bd0c12d5cc468b86841dc490647b1a7f70a2,legacy,False,-3.6600358675232895e-05,-2.3604496621066807e-05,2.30592939584157e-06,2.1697074880076307e-05,-2.2183169702318297,-28.41643167358042,-7.166431465047116e-05,2.481948509114318e-05,310.8950051397337,15.254013614619295,0.28057471264367817,0.6449425287356322,-0.364367816091954,0.6449425287356322,0.28057471264367817
28,2025-01-02 04:00:00+00:00,shard-000,725.9273093135218,5.37224094614201,23.044778693409015,28.41650179463701,179.69429354522055,273.1165078841506,-5.371635377557882,16.100774913476034,1.9825569746849416,2.1260953849016584,ac-028-00-primary_controlling,e1c9a18506d379f16fa463cfc80c95831ae96d277fbfe058c900e3353ea4f9a0,legacy,False,4.236413676287971e-05,-6.596863337427678e-05,1.904234998853658e-05,2.6547249426307653e-06,-5.371938161849946,-23.04449351173048,0.0002413778053123,-0.0002165583202184,292.63886020492254,5.498710130041999,0.217816091954023,0.4089655172413793,-0.19114942528735632,0.4089655172413793,0.217816091954023
29,2025-01-02 05:00:00+00:00,shard-000,728.2939547472448,3.1789412222897497,19.867389199605427,23.044778693409015,174.49379427711366,276.90008023506556,-3.177384184353698,16.29754441221856,1.1731476967521364,1.832951622113303,ac-029-00-primary_controlling,73ec2d59f124e2eee0a7a69d796e8266d2bbbdebad5427c9bbba1ed41031db9b,legacy,False,0.0001583034747512,-0.0002242721081256,4.403576472214241e-05,-4.1381039779452575e-05,-3.178162703321724,-19.866330808408748,0.0005761797285526,-0.0007927380487728,281.6387903737471,1.7949752503125709,0.18482758620689654,0.2591954022988506,-0.07436781609195403,0.2591954022988506,0.18482758620689654
30,2025-01-02 06:00:00+00:00,shard-000,723.5395829098769,0.0042403174015596,19.863829592980608,19.867389199605427,171.5515680456143,275.9940074321313,-0.0035596066248313,16.225187926832778,0.0015648350332047,1.8326232152616784,ac-030-02-copied_target_free,69e819cdf48535710467873597ec6e29d0385e8c047b06180fcd221e18c0a35d,legacy,False,2.3315131194397796e-05,-0.00024758723932,0.000129802485625,-0.0001711835254044,-0.0038999620131954,-19.86243084639557,0.0001872377715447,-0.0009799758203143,274.84674541348187,1.7956787190815662,0.1667816091954023,0.2593103448275862,-0.09252873563218389,0.2593103448275862,0.1667816091954023
31,2025-01-02 07:00:00+00:00,shard-000,735.0629090064984,15.468931151635806,15.854170708223588,19.863829592980608,175.59236737864225,279.7352708139281,-15.46732976282898,16.402341953348547,5.70861166746821,1.4626948526018098,ac-031-00-primary_controlling,6605b4475d0b09444a4161bc65fff23f71c438eb3ff01bcc70ec9f149e640041,legacy,False,-5.729083026275526,5.728835439036206,0.000800694403413,-0.0009718779288281,-9.738953355233331,-10.12347749116222,-9.407572353701632e-05,-0.0008859000963354,271.32282562624124,4.37380753139868,0.15850574712643678,0.367816091954023,-0.2093103448275862,0.367816091954023,0.15850574712643678
32,2025-01-02 08:00:00+00:00,shard-000,730.6932239265504,12.053902070874202,7.504404092844121,15.854170708223588,167.64974191771415,281.5217410044181,-5.19627990279423,16.11663723641086,4.448338758882837,0.6923511447213975,ac-032-02-copied_target_free,9c85d935bbb9a7036e634e5ae0b682dd20b16dc5afb4ed6d53f49c61c0fb61c2,legacy,False,1.5767433562920914,4.1520920827441135,1.852067727747894,-1.853039605676727,-8.625043177690886,-1.498434313471364,-4.780914332978576e-05,-0.0008380909519161,275.54138075125775,6.382780541529647,0.16885057471264367,0.44551724137931037,-0.2766666666666667,0.44551724137931037,0.16885057471264367
33,2025-01-02 09:00:00+00:00,shard-000,740.5145364557237,9.736675100669972,12.055569973403752,7.504404092844121,159.0733100703551,290.7206131926843,6.847813959138202,16.052575580689442,3.5931957119192455,1.1122385692574897,ac-033-00-primary_controlling,a58d08efdc5233e11e5ca300618d283c7eee3aea8bca504f29968c668aa0b48f,legacy,False,1.148324039289326,3.0037680434547873,7.143920490614761,-8.99696009629156,-1.4439241381005716,-0.0545101753707797,-0.0005064326653125,-0.0003316582866261,279.664703427063,7.635821801502217,0.17988505747126438,0.4942528735632184,-0.314367816091954,0.4942528735632184,0.17988505747126438
34,2025-01-02 10:00:00+00:00,shard-000,760.5417436280527,18.034971609427267,29.215921125462856,12.055569973403752,151.22851644375092,304.6566135921509,17.92529225665161,16.13324984520684,6.655576157318871,2.695440728543991,ac-034-00-primary_controlling,f7f3fb8596079120f99ab12636766f5e9dc23ce9d6695f963096c293b15ec7db,legacy,False,0.3824708737777431,2.6212971696770495,17.597661059261696,-26.594621155553284,-0.0545076966197265,-2.478751056855799e-06,-0.0003319797681005,3.214814654484144e-07,284.9213877117297,9.74627691204976,0.1935632183908046,0.5555172413793104,-0.36195402298850576,0.5555172413793104,0.1935632183908046
35,2025-01-02 11:00:00+00:00,shard-000,705.290508746794,39.07243425568811,63.06812154857448,29.215921125462856,134.1253714573244,285.5825686447348,39.07243109551325,14.601297772161384,14.419183321843068,5.8186213867695535,ac-035-00-primary_controlling,b094f3cf15d2ae8efe935d65eb58a95a3515a503129dce92037742c1c4351f04,legacy,False,2.6101163127108293,0.0111808569662201,36.46231636288985,-63.05693751844319,-6.035774397887848e-07,-1.8751736092781357e-06,-9.765099872375508e-07,1.2979914600919074e-06,286.36846911334123,15.728525750949487,0.1974712643678161,0.6508045977011494,-0.4533333333333333,0.6508045977011494,0.1974712643678161
36,2025-01-02 12:00:00+00:00,shard-000,704.7006721112348,25.24046499283308,37.82765663850864,63.06812154857448,203.54246539007065,250.57910336058205,-25.21864220421853,14.225056870952516,9.314671552802976,3.489953506204858,ac-036-00-primary_controlling,f0eb9e86d05a04e52f7c18f86751c59bdcfeef468e65b3033dc132388f2eb7a1,legacy,False,0.0109113943072736,0.0002694626589487,-25.229552794080277,-37.8273847243629,-7.630619213663943e-07,-1.1121115335299692e-06,-4.1383605049963474e-08,1.3393752595902695e-06,282.13265176808306,19.93456319685474,0.1860919540229885,0.7035632183908046,-0.5174712643678161,0.7035632183908046,0.1860919540229885
37,2025-01-02 13:00:00+00:00,shard-000,657.9637375738272,0.0003929917412985,37.82767980298857,37.82765663850864,181.66122887000404,238.1512543519116,0.000377098131387,12.960468426522132,0.0001450285877934,3.4899556433437966,ac-037-00-primary_controlling,cba4b07080aafca9f0bf1a14a0d3d0d0607e666b1928ca10dcc0c5e2c8d65299,legacy,False,0.0001838015190842,8.566113999108893e-05,0.0002012434172585,-37.82758596778001,-6.619846434978976e-06,5.507734911702755e-06,-1.3269585207548902e-06,2.6663336569754392e-06,275.201982357747,17.35647350353899,0.167816091954023,0.674712643678161,-0.506896551724138,0.674712643678161,0.167816091954023
38,2025-01-02 14:00:00+00:00,shard-000,568.2024668089672,32.05045680224883,69.8780613105947,37.82767980298857,168.86135416334417,199.6705563228115,32.05044774706879,10.947276973190624,11.82781213876277,6.446901731402694,ac-038-00-primary_controlling,6f16f85bb9d16fba789f92f6c94e5601f5e46be4c869721a31984137c68f06d4,legacy,False,3.764732132585122e-05,4.8013818670256114e-05,32.05041462733748,-69.87800059511744,-8.639607458931125e-07,6.371695661755439e-06,-3.6636292813135112e-06,6.329962928930399e-06,261.5601182441458,20.68923262543476,0.13402298850574712,0.710919540229885,-0.5768965517241379,0.710919540229885,0.13402298850574712
39,2025-01-02 15:00:00+00:00,shard-000,892.1993170021095,69.87805395660044,5.73501289764522e-05,69.8780613105947,279.2654754362557,306.4669207829269,-69.87799722976851,16.87458153958581,25.787604211713028,5.291083336600812e-06,ac-039-00-primary_controlling,19b5ec0163aa5d526fe1ae5346c2a6f07077c6c12cce694c630681f405ba002e,legacy,False,2.302241520701505e-05,2.499140347111961e-05,-69.87802559318447,2.4998067033266125e-05,1.5843025612646155e-06,4.787393734773104e-06,3.756698191515105e-06,2.573264737293357e-06,264.18450284251963,30.712795768089837,0.1396551724137931,0.7965517241379311,-0.656896551724138,0.7965517241379311,0.1396551724137931
40,2025-01-02 16:00:00+00:00,shard-000,1151.9083092414708,5.345280935723973,5.345227453333557,5.73501289764522e-05,205.72059077989525,473.09385923078776,5.345280935723973,21.48773880485453,1.9726077268333089,0.493146997459882,ac-040-00-primary_controlling,f01b547aa4bbfda22b81e96b4efae5ed62ccef713fc4e86f7fbe23282accf793,legacy,False,5.338245501940025,-5.338220510536566,2.42507662792562e-05,7.473007599401171e-07,3.6008253257474525e-06,1.1865684541589872e-06,0.0070075821923417,-0.0070050089277771,292.2573771156258,28.59784732247262,0.21655172413793103,0.7802298850574713,-0.5636781609195403,0.7802298850574713,0.21655172413793103
41,2025-01-02 17:00:00+00:00,shard-000,1114.6750323245335,4.935201485280046,6.373129076444599,5.345227453333557,222.88924249382623,445.89289491535374,1.0279054908493626,20.61955512400804,1.8212731380084304,0.5879804921141117,ac-041-00-primary_controlling,599eb05fac021f11111d51501d6fca9b7b39bfad2d4eb01c369743464dd605be,legacy,False,-1.9536479972153415,-3.384572513321217,2.3558982447705974,-2.3558974974699822,0.0248321750889424,-0.0248309885204633,0.6008230682051643,-0.6078280771329361,318.9757648273956,22.908308527404614,0.31,0.7326436781609196,-0.4226436781609196,0.7326436781609196,0.31
42,2025-01-02 18:00:00+00:00,shard-000,1123.9829843298164,3.871818509869376,6.106316045270987,6.373129076444599,228.64182403223333,447.67058014879154,-3.8670394273353335,20.739578951783013,1.4288452190455567,0.5633645059179812,ac-042-00-primary_controlling,a26e93a9d2512cd485593afe7b8e279227193a82d59ca7728ff7fcd768638271,legacy,False,-1.4614876933885608,-1.9230848199326545,0.0013397330931184,-2.3572372305631006,0.0010498081739029,-0.0258807966943734,-2.407941275213794,1.800113198080858,351.8243442920971,19.34686744691066,0.4386206896551724,0.6981609195402299,-0.2595402298850574,0.6981609195402299,0.4386206896551724
