iteration,timestamp,shard,initial_soc_l1_mwh,first_battery_departure_mw,hours,no_reset,endpoint_movement_l1_mwh,dc_endpoint_movement_l1_mwh,dc_throughput_mwh,ac_throughput_mwh,excess_throughput_mwh,planned_charge_mwh,planned_discharge_mwh,max_planned_soc_excursion_l1_mwh,first_fleet_power_mw,second_fleet_power_mw,third_fleet_power_mw,clean_round_trip,archive_path,archive_sha256,controller
3592,2025-05-30 16:00:00+00:00,shard-004,9.645193716067979e-05,194.63841673792822,3,True,0.00014561397701551293,6.677562305124063e-05,6.677562303937863e-05,389.28416757486673,389.28402196088973,194.64207696975527,194.64209060511143,194.64204440623988,-194.63838270042152,-0.003618834290718237,194.64201517006842,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003592-speculative.json.gz,9e92ea30324ff9511c60a684fed9ceadee688cd0c38e6fe54b4be2c5328ff213,s4b-shard-004/ac-003592/spec-v1-00
2968,2025-05-04 16:00:00+00:00,shard-004,1.5663899870611148e-05,193.78920032813562,3,True,8.0769774581161e-05,7.130062729431008e-05,7.490727066250752e-05,388.26577849387445,388.2656977240999,194.1329273776269,194.13285111624754,194.13290236417248,-193.7892277241205,-0.3436746400513294,194.13282610279248,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-002968-ce0fb7cc846e905a.json.gz,4f76e505f7ddb79120875be442aecd9723b7a7a24ddc8d353434ab1f3c2c8fe4,ac-2968-00-primary_controlling
3376,2025-05-21 16:00:00+00:00,shard-004,1.524290776061532e-05,191.0248976370436,3,True,3.0211691810833052e-05,2.7904725223237836e-05,3.387001412388494e-05,383.1620184191108,383.161988207419,191.5810160129653,191.58100240614544,191.581012684747,-191.02490072054013,-0.5561043442230785,191.58099145794333,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003376-speculative.json.gz,7b60b8387cfe79b1c0723b386526b4a55f3f86bf0f58f8f4ffac8fc87e412a15,s4b-shard-004/ac-003376/spec-v1-00
3880,2025-06-11 16:00:00+00:00,shard-005,1.3405455353387996e-05,187.38798522603238,3,True,5.260451428662494e-05,4.296615299526074e-05,4.748940989613356e-05,375.71408449335706,375.7140318888428,187.85706669005907,187.857017803298,187.85706425694698,-187.38800368222368,-0.4690605747224797,187.85701537018508,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-003880-0cb9234875e4591a.json.gz,3d740b4119489e38a6e2286c9a3bedbfb8bc051887a40fd4975992a9619faf8d,ac-3880-00-primary_controlling
2944,2025-05-03 16:00:00+00:00,shard-003,1.916749233705356e-05,186.42391229756453,3,True,8.194359751548252e-05,6.675835170148053e-05,7.036272330632738e-05,373.50089175383994,373.5008098102424,186.75048066450012,186.75041108933982,186.7504680212669,-186.42393865459542,-0.3265293666707345,186.75039844610586,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002944-f0d9292bbe7801d1.json.gz,d0a6eac9b178f7df850fde8f68959dcee91e584c43d1c0f5973405f5013e5cf2,ac-2944-00-primary_controlling
4720,2025-07-16 16:00:00+00:00,shard-006,0.0003878009125521942,184.52496821551196,3,True,13.738343379911814,13.737971090019343,13.737971090019347,382.7869723547592,369.04862897484736,184.52434269587238,198.26262965888688,188.68474394383486,-184.52413040713785,4.160207429342065,194.1022099408103,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-006/window-004720-speculative.json.gz,4edaf0a7bb8ff77a7b297eee02dcd0a9aea0428e8b37b660afdf526fe38eaf0c,s4b-shard-006/ac-004720/spec-v1-00
3424,2025-05-23 16:00:00+00:00,shard-004,1.637272850962823e-05,184.39923200265198,3,True,5.8015319114868014e-05,4.757564176294249e-05,5.1528092333764914e-05,369.23683810398666,369.23678008866756,184.61844648524405,184.61839161874258,184.61843172053412,-184.399251946646,-0.21917977388734142,184.61837685403185,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003424-speculative.json.gz,308d1adb436ea8df2341e6f465849639888720c1eefd234129ba48c419642a69,s4b-shard-004/ac-003424/spec-v1-00
3112,2025-05-10 16:00:00+00:00,shard-004,7.572952014830991e-05,182.5211723370438,3,True,11.36119900987558,11.361241887086715,11.361353463684788,377.52941111901504,366.16821210913946,183.0841996228655,194.4452114961495,186.41377594541342,-182.52114344836897,2.7665764643475885,191.11557885730542,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003112-af87441a6d62b2f2.json.gz,5bfcd409d48f27a237d7511d19bfec928b8a4d6048624025f3b846c086694fb2,ac-3112-00-primary_controlling
4048,2025-06-18 16:00:00+00:00,shard-005,2.4445718975363295e-05,181.46818203104525,3,True,18.539511984225555,18.53950354562498,18.539510317817175,374.1286560276524,355.58914404342687,177.79458644753836,196.3340695801141,188.26762915890728,-173.57686304177145,6.255328748390691,185.86101742595648,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-004048-speculative.json.gz,938d627af7d2c3eea57be1ecd89e7cf4ee0c3c8a9bc100542818638a50ba86cc,s4b-shard-005/ac-004048/spec-v1-00
5248,2025-08-07 16:00:00+00:00,shard-007,0.00017565384319340183,178.28086010466134,3,True,6.528139494723725,6.527963840880531,6.527963840880578,363.08926274577505,356.5611232510513,178.28059611094724,184.80866663482783,178.28058966421685,-178.28056232809266,-1.7841504020051722e-05,184.80865069347726,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-007/window-005248-speculative.json.gz,08660000f26c4459d5ed7762203ab16bd2c37b2afc8071080b65a7fc4ec0f861,s4b-shard-007/ac-005248/spec-v1-00
4408,2025-07-03 16:00:00+00:00,shard-005,2.355026241421135e-05,178.2582272783288,3,True,0.00034106640064163825,0.0003331271534413367,0.0003406020641389399,356.9279704579436,356.92762939154295,178.46382262600167,178.46414783194194,178.46403556199564,-178.2580421654541,-0.2055623546463097,178.4639297260407,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-004408-speculative.json.gz,372109ab7a9395a05b9ced3d9d529422b2d401179d82bdab4cd79b78f4c32b47,s4b-shard-005/ac-004408/spec-v1-00
3136,2025-05-11 16:00:00+00:00,shard-004,0.00015055820543391496,163.78031561171673,3,True,0.0005314305508610992,0.0006049379696500892,0.0006087836489092521,328.67897068574575,328.6784392551949,164.33971620557156,164.33925448017413,164.33968821245722,-163.7804931212171,-0.5591950912394756,164.33922648705914,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003136-1110d11cb556fd2f.json.gz,68b3b8ef50bb13d057aff57e65827a2d469a5067ae34f2f988b8cb876a1905ae,ac-3136-00-primary_controlling
4432,2025-07-04 16:00:00+00:00,shard-005,1.3481198348946753e-05,162.3579051003325,3,True,3.6731078995572356e-05,3.7607652737625325e-05,4.218387194142528e-05,325.04503899438384,325.04500226330487,162.52253246574048,162.52250652864345,162.52252110755472,-162.3579168484533,-0.16460319129480394,162.52249410265108,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-004432-speculative.json.gz,8ebbd549d84231ee772473d530ca65519c403245a286d08e7cfc02e207eec877,s4b-shard-005/ac-004432/spec-v1-00
2776,2025-04-26 16:00:00+00:00,shard-003,5.781842211827594e-05,158.19401067611963,3,True,0.0005276116672962472,0.0004953915626079173,0.0005006067626851133,317.0614778086862,317.06095019701894,158.53049529067303,158.5309825180132,158.53080454052693,-158.19371825716226,-0.33645450644875763,158.5306599909512,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002776-a3e782f322ca3b91.json.gz,ee1a7ceef0c4c07917e3dd443344f3ec9deda48ba6d8dcd9b608763b0d9bb731,ac-2776-00-primary_controlling
4936,2025-07-25 16:00:00+00:00,shard-006,1.8833840329079976e-05,154.6226374465058,3,True,4.185063964996168,4.185074595433555,4.185082534517133,313.4303263864603,309.24526242146413,154.62263121073215,158.80769517572816,154.62263258685664,-154.62263026787892,4.3327121448134513e-07,158.8076937996037,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-006/window-004936-speculative.json.gz,30960eefe0e10a4bc56d9c7ce7faefbc6d1f1bca42ce92d8a7be8e6b42dddd67,s4b-shard-006/ac-004936/spec-v1-00
6622,2025-10-03 22:00:00+00:00,shard-008,6.25102953190259e-05,149.37216616687257,3,True,2.3812686025464634e-05,7.897091243881557e-05,8.268155894008916e-05,440.7568491657302,440.7568253530442,220.37842696810486,220.37842219762538,220.37843107788584,149.37218907559864,71.00622424176662,-220.37841808784475,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-008/window-006622-speculative.json.gz,4bcaa1ba966440b60547ea3e96ef42578d55822fb0d35cddf2d359803f8bb63c,s4b-shard-008/ac-006622/spec-v1-00
3928,2025-06-13 16:00:00+00:00,shard-005,2.0963375703175746e-05,149.19663760078586,3,True,21.654985200117768,21.654996416924526,21.65499641692445,297.3173057444355,275.6623205443177,137.83116375245675,159.48614199197874,157.20840933349308,-125.90052533414146,7.446609456709418,140.108894116954,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-003928-ca118683b1bd102c.json.gz,15c31b23751f3567091c563288c33318335262bf452247f02f462b9c5df5061e,ac-3928-00-primary_controlling
3904,2025-06-12 16:00:00+00:00,shard-005,2.047590510273478e-05,148.61698852444653,3,True,0.00044992475350585925,0.00044369205983696425,0.00045020603399296397,297.81012065455246,297.80967072979894,148.9048464002659,148.90527425428658,148.9050998847939,-148.61674129640102,-0.28784466848912627,148.9050138189108,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-003904-19a5348987488c4b.json.gz,d4274d401c247223f69337990b914979e6d2a4a973b1be496536151709ee05b7,ac-3904-00-primary_controlling
2800,2025-04-27 16:00:00+00:00,shard-003,1.71247320647043e-05,146.53135284903504,3,True,9.350901908558555,9.35088478382649,9.35088478382653,303.85880301364404,294.50790110508547,147.25402809558597,156.60477491805798,148.91162947852158,-146.53080799002782,0.9344088659016987,154.94714594659814,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002800-507a7336f0206bb9.json.gz,c9ba29e25b5c19294124f58a7446b065c91c69b71e1037f323085b8e885e088f,ac-2800-00-primary_controlling
5440,2025-08-15 16:00:00+00:00,shard-007,2.0265676965891544e-05,146.33337786212496,3,True,0.00018388853489881285,0.0001845686832027127,0.00018456868305703687,292.66684902518887,292.666665136654,146.3333376700131,146.33351135517577,146.33345071415204,-146.33327041054653,4.911496559630756e-05,146.3333949807436,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-007/window-005440-speculative.json.gz,a0567f3824d6e896d1aa11b768ba2f97c791e98742232f21c3e8d7f6e58d391b,s4b-shard-007/ac-005440/spec-v1-00
5512,2025-08-18 16:00:00+00:00,shard-007,4.311574315352118e-06,146.33210125758546,3,True,4.2762866193868376e-05,4.4407179778716e-05,4.440717983308791e-05,292.6642524067615,292.6642096438953,146.33214474329023,146.33210766347125,146.3321322034218,-146.33211440109753,-1.780232239831059e-05,146.33209512360094,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-007/window-005512-speculative.json.gz,8f92315fc6f784d276e808eddd95e8d2d1f29329fc46ab59374ab0d1e842eeb8,s4b-shard-007/ac-005512/spec-v1-00
5680,2025-08-25 16:00:00+00:00,shard-007,0.00036711158242042075,140.31668823067687,3,True,0.00036652989074781317,6.680356859334324e-05,7.10889980711721e-05,280.6338165313039,280.63345000141317,140.31681488369318,140.31700164761074,140.31678205942922,-140.31669149664634,-9.056277991665546e-05,140.31696882334384,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-007/window-005680-speculative.json.gz,7edeb94ee510a1b2c271e34ad1856ed0821e366466d15cd0c5181c278b2162c5,s4b-shard-007/ac-005680/spec-v1-00
4096,2025-06-20 16:00:00+00:00,shard-005,3.988148403625928e-05,139.6034969956942,3,True,0.0022103387457843493,0.0021902178355377765,0.0021971641072807795,279.2179911335994,279.21578079485363,139.60791603203958,139.61007510155986,139.60892095213757,-139.60270112583075,-0.004193521881459368,139.6090537172325,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-004096-speculative.json.gz,47e545e4cc83f718a115906809e69891808953b7dc69893b690f818a0a255481,s4b-shard-005/ac-004096/spec-v1-00
5176,2025-08-04 16:00:00+00:00,shard-006,0.00020889518811819958,135.0123456028007,3,True,0.0007401541658890473,0.0005349492735979889,0.000539474014719903,270.02556563885616,270.02482548469027,135.01308321735462,135.0124824215015,135.01284580174288,-135.01253029858503,-0.0003155031563190066,135.0122450058882,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-006/window-005176-speculative.json.gz,3e1f8721f69d2e19e63fabd225624d25d799f5706c459838c0d7772ecb93fa35,s4b-shard-006/ac-005176/spec-v1-00
5344,2025-08-11 16:00:00+00:00,shard-007,0.0007466206795214703,130.0060933875019,3,True,46.71207663610982,46.71134093379107,46.71134533802895,300.7872557729308,254.07517913682096,127.03762601888216,173.7496297540486,153.3703031720308,-117.75750598109003,17.052577718044137,147.41693199821236,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-007/window-005344-speculative.json.gz,5c77445516225952c602f9aee8c1b136fbbafa7e9ffc8a343bfe9fdc803ba695,s4b-shard-007/ac-005344/spec-v1-00
3015,2025-05-06 15:00:00+00:00,shard-004,2.4155641920341198e-05,124.8324672256069,3,True,5.0890262571812866e-05,3.906877381073745e-05,3.9068773770676966e-05,250.6572737969153,250.65722290665272,125.32862029229561,125.32865350461964,125.32863574115463,-124.83245625766136,-0.49614277715420085,125.32863224713958,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003015-97c7ea9563ea1d24.json.gz,ec470789be8d5091c9d438ee29f5cc0911da12526d732a703257cb4c72834b27,ac-3015-00-primary_controlling
3687,2025-06-03 15:00:00+00:00,shard-004,0.00020268246411520637,118.66616156117199,3,True,0.0007861956723459946,0.0005875727644181073,0.0005917547992313837,237.88549354594429,237.88470735027195,118.9431336427291,118.9423599032152,118.94282468116914,-118.6663513371871,-0.2764733439803514,118.94205094165356,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003687-speculative.json.gz,fe6aa5514f6c81fb7ba3d29221f9cbab94cdee5ef8231f7466fc0ceefa371958,s4b-shard-004/ac-003687/spec-v1-00
2751,2025-04-25 15:00:00+00:00,shard-003,0.0002609830926774137,116.42565224931103,3,True,0.0003404967434028454,8.257160847822617e-05,8.257160848721638e-05,233.26343412192364,233.26309362518023,116.63155086223858,116.63188325968504,116.63178466703276,-116.4254103383862,-0.205904042723922,116.63164677855657,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002751-05e800275d3537aa.json.gz,1708fd20f232e800b8ab89148110989e9253b3f496ca56e52c458ccc985ce1e7,ac-2751-00-primary_controlling
3640,2025-06-01 16:00:00+00:00,shard-004,6.693523296619208e-05,113.65415866050512,3,True,21.655080651098753,21.655019106181737,21.655025027457995,246.0293628187878,224.37428216768905,112.18714990214487,133.8422129166429,122.3085910300642,-110.7014920009179,8.635787269574429,123.7207677458415,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003640-speculative.json.gz,93cc63df99a51e969a73da45f74d3b7e6ae36f08e728e2b05fe40e89e12fe94b,s4b-shard-004/ac-003640/spec-v1-00
2463,2025-04-13 15:00:00+00:00,shard-003,1.309151947197218e-05,110.94191997199277,3,True,3.4878444971297995e-05,3.5544041233778745e-05,3.5970441351533184e-05,222.58318771034286,222.58315283189788,111.29157845783034,111.29160925251252,111.29159693767838,-110.94190828759606,-0.34965074055526385,111.29158982283352,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002463-c0b92898ebaf02be.json.gz,005a7d9853dfb45bf76c8bb9c2fa196cfbe2269a624f551c651d5af0b65973a4,ac-2463-00-primary_controlling
2919,2025-05-02 15:00:00+00:00,shard-003,2.3299061089623874e-05,109.67617814936517,3,True,2.6513265778738138e-05,3.043570303958021e-05,3.600618889245936e-05,220.5912433591734,220.59121684590764,110.29561754290785,110.29562581626556,110.2956245602026,-109.67617578721939,-0.6194287464918211,110.29561280706892,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002919-f563ce23995e238b.json.gz,f97d168b465379aaa27dd1c74e56d8b8add97da337aedb5886f276b0c6b47626,ac-2919-00-primary_controlling
4072,2025-06-19 16:00:00+00:00,shard-005,1.95368627204269e-05,101.94194434295837,3,True,0.02262064659550579,0.022614322380240474,0.02262091633231344,203.90651140144013,203.88389075484463,101.94195762835938,101.96455377308077,101.94195582980934,-101.94195046532185,-3.9275920951922105e-06,101.96455053763533,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-005/window-004072-speculative.json.gz,311ae9b914338ed50bc1d9eaafe8071ab473f289e28d9bbba2766c4002a30b43,s4b-shard-005/ac-004072/spec-v1-00
1455,2025-03-02 15:00:00+00:00,shard-002,0.00013635738718667694,98.91496423353979,3,True,0.0003450304361212531,0.0002707907934684834,0.00027079079350777373,198.46118125959742,198.46083622916132,99.23073826620004,99.23044299339738,99.23063338248448,-98.91507723225877,-0.31555615022366884,99.23033810967978,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-002/window-001455-87ac730d6a7c3465.json.gz,3a76c0b0f822e5f4d63684fa2c5a93fdac83a46f99946face854d4c4d976c709,ac-1455-00-primary_controlling
3087,2025-05-09 15:00:00+00:00,shard-004,0.00010170384974029924,98.610635234283,3,True,0.00013349911739029497,6.125421206068036e-05,6.449114918902091e-05,197.26120915950284,197.26107566038544,98.63057881571125,98.63063034379158,98.63058274603786,-98.61064524253891,-0.01990282561072252,98.63059959622997,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-004/window-003087-f25f89f08252be12.json.gz,be981aef4ae1a261d69c99135c83c40b89b3ed77d570dd6ca722494e5415735b,ac-3087-00-primary_controlling
6958,2025-10-17 22:00:00+00:00,shard-009,0.00020773149076139946,98.53703667244126,3,True,0.00027703808239077157,6.930659162937211e-05,7.400713207353982e-05,235.73076885697577,235.73049181889337,117.86526504490091,117.86550381207483,117.86549246970587,98.53705592150065,19.328411194390362,-117.86522834871708,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-009/window-006958-speculative.json.gz,08ac6fb1140cd809eb92a82239294bd272e2428e24d01ee631e72b08bd7a2c53,s4b-shard-009/ac-006958/spec-v1-00
2679,2025-04-22 15:00:00+00:00,shard-003,0.00022653003665942806,96.27497904174953,3,True,30.75290447883885,30.753093948910383,30.753096838606695,221.41884705452793,190.6659425756891,95.33307827414741,126.0857687803805,107.50557297255781,-94.0185336854766,10.8579966455955,113.91322754611417,False,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002679-e544d700b653cbfd.json.gz,73ce15baae39c70349cea7f1b11c8445248e15ee62e23037fd71ea44d2beb481,ac-2679-00-primary_controlling
4576,2025-07-10 16:00:00+00:00,shard-006,0.000165447102961865,94.25470800856439,3,True,0.0001844538935082092,4.192129329983473e-05,4.643949580998657e-05,188.7306083076776,188.73042385378412,94.3652357367749,94.36537257090268,94.36525409160471,-94.25469311793023,-0.11050875889153872,94.36533871094954,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-006/window-004576-speculative.json.gz,1869537aa8c2696ca8882096e351b12a481ce85e43ce9445c4ccb7f13102af93,s4b-shard-006/ac-004576/spec-v1-00
2295,2025-04-06 15:00:00+00:00,shard-003,2.7527244176844823e-05,93.88558713671914,3,True,3.283999410803179e-05,3.4269338758184664e-05,3.6018678359101726e-05,187.77135407423222,187.77132123423812,93.88566887719865,93.88568519703358,93.88567704752737,-93.88559033361636,-6.506284034595445e-05,93.88567171629164,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-003/window-002295-11d1ce2ccf628393.json.gz,d3bf3e05abf9c9d73023552ad2f41289246113d23f0c35a29ea99c6dc1215811,ac-2295-00-primary_controlling
7126,2025-10-24 22:00:00+00:00,shard-009,0.00016818722905163975,93.68623952858881,3,True,0.0009271974411064963,0.0008568965758327742,0.0008790041335383723,217.69661340450557,217.69568620706445,108.84869795934952,108.84791544515606,108.84803260681218,93.68615836654894,15.161635919794247,-108.84857680053665,True,/Users/bmeyers/github/cvxopf/experiments/case118_annual_hierarchy/results/s4b_annual_ac/shard-009/window-007126-speculative.json.gz,ea2ddc9488c4b8d17f90c1a29c7e49ec212e0fe0085808f4673c4936e050cc8a,s4b-shard-009/ac-007126/spec-v1-00
