iteration,dc_generation_mw,dc_battery_power_mw,dc_soc_end_mwh
44,4876.582724486622,230.24662301203932,260.4464763145305
45,4875.402294919486,158.8452031548307,101.60127315969984
46,4851.826052116035,84.7480560424855,16.853217117214353
47,4803.498412818098,16.85276321135198,0.0004539058623678272
48,4695.191576024761,0.0004214096473409938,3.249621502694227e-05
49,4565.632836227946,-6.0151412407415815e-05,9.264762743435922e-05
50,4442.013279322706,-6.831717551851287e-05,0.00016096480295287467
51,4332.283785521025,-7.024117411363428e-05,0.0002312059770665126
52,4243.382826844787,-7.864516996071007e-05,0.0003098511470272279
53,4180.777952405066,-8.550449397944081e-05,0.00039535564100667494
54,4148.10838695108,-8.292909783301142e-05,0.0004782847388396945
55,3966.242679345546,-0.0055713238294895105,0.006049608568329213
56,3961.543144922076,-129.1024411209242,129.1084907294925
57,3961.5071953813804,-206.7064436304338,335.8149343599264
58,3957.548842720136,-220.3794341830795,556.1943685430058
59,3961.1073034672904,-182.09752018002192,738.2918887230279
60,3960.9871988740124,-85.40737080765888,823.6992595306866
61,4018.428654210362,-0.00021316608565199433,823.6994726967722
62,4196.147152958743,-5.245327071000391e-05,823.699525150043
63,4395.301956784612,-2.7890832208506557e-05,823.6995530408751
64,4601.461380876628,-1.820565694834091e-05,823.6995712465322
65,4761.959174454462,38.27440799570926,785.4251632508228
66,4773.057116382078,205.1782768864309,580.2468863643919
67,4772.194602956496,196.25623210432556,383.9906542600664
68,4759.494298933293,170.12083733819978,213.8698169218666
69,4735.909781594828,128.52225574707847,85.34756117478814
70,4703.149595983134,74.27661447521295,11.070946699575186
71,4663.548943139963,11.070863435299271,8.326427591537767e-05
72,4186.744227235177,-8.125778487453113e-06,9.139005440291379e-05
73,4074.1888390594286,-5.061070999473197e-06,9.645112540239366e-05
74,3968.290942860991,-3.5928997138228163e-06,0.00010004402511617645
75,3876.2448093720013,-0.00024290996286822954,0.00034295398798432993
76,3804.235243896603,-0.00017664709190270974,0.0005196010798869377
77,3757.006529925958,-0.00015747942703854155,0.0006770805069253525
78,3737.5288960647504,-0.00014250429226515105,0.0008195847991903545
79,3582.738330547922,-0.00012625851438949692,0.0009458433135796797
80,3462.475007817216,-0.0003431171614798869,0.0012889604750593723
81,3384.5022220010137,-0.001003716003961856,0.002292676479020883
82,3367.160438564533,-13.091188943641122,13.093481620120137
83,3376.2219077309082,-2.7077749681335246,15.801256588253663
84,3441.996747160138,-0.0002705474819711655,15.801527135735633
85,3555.421547777303,7.889060263069599e-07,15.801526346829606
86,3706.5628834566705,1.5695018701645859e-06,15.801524777327737
87,3885.4045211748926,2.668193335203509e-06,15.801522109134401
88,4079.700434985343,4.325482268291812e-06,15.801517783652132
89,4275.730785914962,7.314951356204695e-06,15.801510468700776
90,4450.841322687149,8.372938077905424,7.4285723907953525
91,4424.095667635953,-4.90216862927521e-05,7.428621412481647
92,4360.044511256695,-5.4748022604173e-05,7.42867616050425
93,4270.479896524106,-6.374646745214916e-05,7.428739906971701
94,4160.607832383543,-7.864291057960642e-05,7.42881854988228
95,4037.075095995906,-0.00010487945032773608,7.428923429332608
96,3909.1884679524705,-0.00015645834739564228,7.429079887680003
97,3781.7352821628197,-0.0002950702848385785,7.429374957964841
98,3664.4271997353594,-0.001342401968365309,7.430717359933207
99,3574.3580168275257,-9.674209750432562,17.10492711036577
100,3509.32862082221,-20.527396964529057,37.63232407489483
101,3467.462399453785,-25.955479157069544,63.58780323196437
102,3451.3756040867697,-25.73760597125111,89.32540920321547
103,3262.467630011856,-20.028360249047196,109.35376945226267
104,3206.409825011411,-101.8310044049166,211.18477385717927
105,3212.492839313885,-191.20068851796907,402.3854623751484
106,3218.2976099072866,-220.3823941275539,622.7678565027022
107,3251.313162225169,-215.77484077656868,838.5426972792709
108,3271.4643967562283,-140.4811229440721,979.023820223343
109,3290.8807298669994,-13.786592959128132,992.8104131824713
110,3463.306730809061,-6.659753324948724e-05,992.8104797800045
111,3676.441719514317,-5.9528279893926866e-05,992.8105393082843
112,3901.6538168337074,-5.63049702385554e-05,992.8105956132547
113,4123.460918156578,-5.637688824381479e-05,992.8106519901427
114,4326.779744534167,-6.012118263696481e-05,992.8107121113254
115,4303.548151600079,-6.946502597921192e-05,992.8107815763514
116,4249.381178977979,-8.715627415307069e-05,992.8108687326255
117,4167.658865391223,-0.0004461722414270044,992.811314904867
118,4063.6335082244077,-0.00047054581817018774,992.8117854506853
119,3944.0787326538084,-0.0007543377459581328,992.8125397884313
120,4196.523227059833,-0.000335630512988198,992.8128754189443
121,4069.9535544182645,-0.0005353006589497655,992.8134107196031
122,3952.4030703148933,-0.001435926913187896,992.8148466465165
123,3857.0144916170366,-5.400544075200286,998.2153907217166
124,3788.815600868833,-14.599656519315296,1012.8150472410318
125,3744.9698766901824,-19.704293597253685,1032.5193408382856
126,3728.4911201387067,-20.581227970539786,1053.1005688088253
127,3532.2470908403934,-16.99230810912618,1070.0928769179516
128,3374.4124100057716,-9.438496007571379,1079.5313729255229
129,3267.62425902812,-0.007200469130171749,1079.5385733946532
130,3230.436124370541,-0.0023733444689083578,1079.540946739122
131,3256.7849028424357,-0.004090002323523585,1079.5450367414455
132,3345.7662480741105,-0.0007601911550488886,1079.5457969326005
133,3492.167685928173,-0.00040511691526092387,1079.5462020495158
134,3686.664592472113,0.0002897539215980219,1079.5459122955942
135,3916.371981061198,0.0006816448026143766,1079.5452306507918
136,4160.069163679937,5.59678270794158,1073.9484479428502
137,4398.951793163335,18.296291125895053,1055.652156816955
138,4516.640961219881,136.74652296290438,918.9056338540507
139,4511.376601246366,126.0843928273176,792.8212410267331
140,4497.220019461449,93.16596935872124,699.6552716680119
141,4478.659559057159,36.731657902975336,662.9236137650365
142,4417.617446419888,0.0004967299408652751,662.9231170350957
143,4303.7740850806795,0.00016456649572122372,662.9229524685999
144,4183.105875623099,9.749999102078659e-05,662.9228549686089
145,4061.1806748786125,-0.0006977020848059397,662.923552670694
146,3947.853472516997,-0.000881033741578585,662.9244337044354
147,3851.0138791325585,-0.0019489813350434763,662.9263826857704
148,3780.8173938913806,-3.3477371516546133,666.274119837425
149,3746.4860504815797,-13.982902650534081,680.2570224879591
150,3739.965564516576,-20.464165744911853,700.7211882328711
151,3561.5868940338923,-20.072805146019004,720.79399337889
152,3453.423297418497,-38.37113323184022,759.1651266107301
153,3461.8113627450134,-113.04819779077681,872.2133244015071
154,3472.5320871535137,-125.76256255975744,997.9758869612645
155,3494.4110102571854,-85.91829694137542,1083.8941839026397
156,3528.848211978515,-0.00435914744583106,1083.8985430500857
157,3698.7472824882802,-0.0006311044386078345,1083.8991741545242
158,3905.9326560390227,-0.000128226338573322,1083.899302380863
159,4135.929058613395,-8.994352221808932e-05,1083.8993923243852
160,4373.152893620048,-7.035679236187551e-05,1083.8994626811773
161,4594.4251470307045,7.594323695377933,1076.3051389857997
162,4616.955597014666,191.0307636021462,885.2743753836535
163,4626.160558078887,184.55332399082076,700.7210513928326
164,4622.102001303612,159.9477309338337,540.7733204589989
165,4605.731575103492,119.02103816340643,421.7522822955925
166,4578.81488247561,64.66681194197096,357.0854703536215
167,4543.801318489544,0.6680517336959833,356.4174186199255
168,4436.3888999946,-8.71744466804625e-06,356.4174273373702
169,4324.645563902058,-8.307102044615276e-05,356.4175104083906
170,4218.628899345215,-0.00010030684044785627,356.41761071523115
171,4125.96042676385,-0.00012377139020326827,356.41773448662127
172,4053.27633858821,-0.00015414853497838635,356.41788863515626
173,4005.7800440928286,-0.00018923974812106364,356.4180778749044
174,3986.8948420253655,-0.00022159014116589576,356.41829946504555
175,3829.5302019694727,-0.0004838443800871915,356.41878330942563
176,3792.435204814577,-81.83147311828854,438.2502564277142
177,3802.361703409708,-164.02447064826495,602.2747270759792
178,3815.9412379485116,-197.8874579331597,800.1621850091389
179,3832.272762018709,-180.49126767186814,980.6534526810069
180,3841.288574467595,-103.24683584930553,1083.9002885303125
181,3871.854375937458,-0.0006364739531706476,1083.9009250042654
182,4044.9723978952456,-7.368067860996908e-05,1083.9009986849442
183,4246.360521988893,-3.544512464446071e-05,1083.9010341300689
184,4462.87975059509,-2.2234687882863034e-05,1083.9010563647569
185,4680.16133229155,3.5596536231074343e-06,1083.9010528051033
186,4702.218479957387,181.3843735300947,902.5166792750084
187,4703.024039422593,174.39982291113836,728.11685636387
188,4692.985250306166,150.31726531128095,577.7995910525892
189,4673.285040337565,110.91294818563395,466.88664286695524
190,4645.815612051053,59.02492702231478,407.86171584464046
191,4611.399744614236,2.4242614042678246e-06,407.8617134203791
192,4512.229795127416,-1.7632547371066323e-05,407.8617310529264
193,4412.656279584424,-3.171204452239224e-05,407.861762764971
194,4321.502586331775,-4.2601791066193854e-05,407.86180536676204
195,4245.8420997334215,-5.833390197234709e-05,407.861863700664
196,4191.6765149055755,-7.866334262393845e-05,407.8619423640066
197,4163.509732750742,-9.60225138766518e-05,407.8620383865205
198,4164.024369800667,-9.598977921234437e-05,407.8621343762997
199,4032.099825469875,-16.15431592746181,424.01645030376153
200,4032.12359174041,-122.62969545617794,546.6461457599394
201,4032.1989392704536,-180.04315648536527,726.6893022453047
202,4032.143354678551,-184.3293597983764,911.018662043681
203,4032.035500025173,-135.47599138751926,1046.4946534312003
204,4032.188054650304,-37.40638871180853,1083.9010421430087
205,4135.513907195582,-0.00018414654193114397,1083.9012262895508
206,4308.992558069817,-7.695119563367682e-05,1083.9013032407465
207,4503.37832414198,-5.5310025924120405e-05,1083.9013585507723
208,4705.57556153379,-6.179848418261781e-05,1083.9014203492563
209,4808.9083811569335,93.18544912935718,990.7159712198993
210,4808.922221573598,270.9725588132462,719.7434124066531
211,4790.17137389007,260.1233465767661,459.6200658298871
212,4788.275988064268,201.69159880708148,257.92846702280565
213,4765.120184678064,137.39748252244252,120.53098450036303
214,4715.620656477716,77.75974089036069,42.771243610002344
215,4660.80368058167,8.662419532283174,34.10882407771917
216,4539.756843671696,-6.0189759673056844e-05,34.10888426747884
217,4410.55958279414,-6.936827694740876e-05,34.108953635755796
218,4291.270070578199,-7.302654499650587e-05,34.10902666230079
219,4189.594008394655,-8.326677764905721e-05,34.109109929078436
220,4112.082095784391,-9.452250671718273e-05,34.10920445158515
221,4063.686903834389,-0.00010071306639797933,34.10930516465155
222,4047.4262175050903,-9.692206194221429e-05,34.109402086713494
223,3860.100916516215,-0.0002989910662248628,34.10970107777972
224,3766.8067449935234,-53.77283871663879,87.8825397944185
225,3767.001690830008,-150.16633643874025,238.04887623315878
226,3766.9532933689,-187.88100613918255,425.92988237234135
227,3766.854784897606,-163.25064545033814,589.1805278226794
228,3766.831480580369,-76.69373366573484,665.8742614884143
229,3834.0587814445425,-0.000335221455984349,665.8745967098702
230,4026.573826202931,-9.123153270950019e-05,665.874687941403
231,4255.182394390327,-4.792731935471531e-05,665.8747358687224
232,4506.961431174331,-3.084174507710766e-05,665.8747667104674
233,4759.447969100023,6.248136462986805e-06,665.874760462331
234,4786.999996982738,208.07768863623792,457.797071826093
235,4786.999996982408,188.0512564493901,269.7458153767029
236,4786.999996979369,135.95665912320152,133.78915625350132
237,4748.136634263512,93.87508305543916,39.91407319806219
238,4697.436684079914,39.9140367751178,3.642294438363675e-05
239,4615.675862025059,3.89523434603195e-06,3.25277100378316e-05
240,4107.585892899022,-6.734263215153271e-06,3.92619732529597e-05
241,3975.9176669577637,-0.00031852808916135223,0.0003577900624141343
242,3851.8726237921387,-0.000282124590841059,0.0006399146532549056
243,3743.3207557164587,-0.0003536618979955137,0.0009935765512500392
244,3657.0515847880333,-0.0005306234189302824,0.0015241999701798574
245,3598.3184534948746,-0.0009563896407519998,0.0024805896109313143
246,3570.4869810954538,-0.002047696502139081,0.0045282861130697735
247,3362.886248544217,-0.0032133343219005635,0.007741620434969634
248,3205.3652112506097,-0.0020420220456298216,0.009783642480598403
249,3169.848704128338,-62.22454320218218,62.23432684466278
250,3185.720874745121,-110.81814198519673,173.05246882985946
251,3206.1889739419644,-98.47255580979389,271.52502463965334
252,3230.718347025747,-28.753638849635472,300.2786634892888
253,3349.3618583898156,-0.0002445527066110982,300.27890804199546
254,3538.1484238472635,-9.940114920596913e-05,300.2790074431447
255,3754.016850834686,-8.464247021842809e-05,300.27909208561493
256,3981.1649494994003,-2.410717197292541e-07,300.27909232668657
257,4203.402491579784,2.489207418898525e-07,300.2790920777659
258,4405.229417883707,7.103815774407189e-07,300.27909136738424
259,4383.54752851918,6.608742335758002e-07,300.27909070651003
260,4330.881692256996,5.397988733010269e-07,300.2790901667111
261,4250.256990280951,3.605641309838218e-07,300.279089806147
262,4146.601104612257,-8.279788966688293e-05,300.2791726040367
263,4026.4086388174774,-9.718477058056933e-05,300.27926978880726
264,3898.108089380894,-0.00012079153359431422,300.2793905803409
265,3768.314457986323,-0.00016281172614348406,300.27955339206704
266,3646.117786988239,-0.0002490523591274865,300.2798024444262
267,3539.293179579085,-0.0004957974175944795,300.2802982418437
268,3454.5873281386744,-0.004210998936713572,300.28450924078044
269,3412.8424107364467,-15.594944473671164,315.8794537144516
270,3399.8153219465557,-29.107216561379513,344.98667027583116
271,3223.3971096738915,-37.10984144151199,382.0965117173432
272,3125.019942141982,-79.88940382460677,461.9859155419499
273,3125.696588532297,-168.97433765425305,630.960253196203
274,3127.0626549274257,-199.92934734547157,830.8896005416746
275,3129.03705534143,-170.4986801819923,1001.3882807236669
276,3131.4859189180515,-82.50203819520905,1083.8903189188761
277,3192.439635238323,-0.0011711488009457335,1083.8914900676768
278,3379.13878412676,-0.0004637793569784541,1083.8919538470338
279,3596.217177573209,-0.000270924232395172,1083.8922247712662
280,3828.5841952383234,-0.00021062658810538291,1083.8924353978541
281,4059.9957084058537,-0.00017975081318600747,1083.8926151486676
282,4274.236081304324,-0.0001645003128847295,1083.8927796489806
283,4267.221266371608,-0.0001599749497574977,1083.89293962393
284,4230.571110746601,-0.00016446766189747973,1083.8931040915922
285,4167.066638233799,-0.00017892571004008155,1083.8932830173019
286,4081.3285856821467,-0.00020730867236751528,1083.8934903259744
287,3979.4911149239447,-0.0002596414371499132,1083.8937499674116
288,4247.6048112336275,-0.00012033042936128917,1083.893870297841
289,4135.8053893167635,-0.0001395911349097945,1083.894009888976
290,4030.766243613254,-0.00016454532245162756,1083.8941744342983
291,3939.8271388389717,-0.00019473533502060105,1083.8943691696334
292,3869.3202643171408,-0.00022680628764481869,1083.8945959759212
293,3824.1347708044264,-0.00025294283500133184,1083.894848918756
294,3807.3820108113055,-0.00026303509345419133,1083.8951119538497
295,3652.013959909369,-0.000252494944530701,1083.895364448794
296,3540.2134351954874,-0.0002263999027189321,1083.8955908486969
297,3478.7458118391364,-0.00019483541392506504,1083.8957856841107
298,3470.69927227982,-0.0013542007521920828,1083.897139884863
299,3515.42200709967,-0.00014142493240651362,1083.8972813097955
300,3608.743580907729,-0.0001231692693069613,1083.8974044790648
301,3743.4013371660762,-0.00010988196342528997,1083.8975143610282
302,3909.661603417533,-2.809233190731031e-06,1083.8975171702614
303,4096.05237383426,-3.143325489919087e-06,1083.897520313587
304,4290.154548739993,-3.724472174588895e-06,1083.8975240380591
305,4479.39778472467,-4.9582045756341655e-06,1083.8975289962636
306,4591.483302339251,60.33005495966791,1023.5674740365959
307,4583.897414929294,51.84003807221348,971.7274359643823
308,4565.531637167045,26.42513400652177,945.3023019578605
309,4523.786255004191,4.6765676043526e-06,945.3022972812928
310,4436.3080609092995,-8.966681683738622e-06,945.3023062479746
311,4336.026584730105,-0.00018389585156972972,945.3024901438262
312,4230.982644825506,-0.00023360745338242285,945.3027237512795
313,4128.000920401767,-0.0003090014973969592,945.3030327527771
314,4035.4986419257725,-0.00041755351359514306,945.3034503062906
315,3960.70111303056,-0.0005480043850620148,945.3039983106755
316,3909.6963212867886,-0.0006406269156500804,945.3046389375911
317,3887.0054630066675,-0.0006337778957543098,945.3052727154869
318,3895.258785385062,-0.000571658753648693,945.3058443742407
319,3745.509391196927,-0.0006635566671967076,945.306507930908
320,3632.9213064809683,-0.0010354082461223235,945.307543339154
321,3619.7211476830034,-52.68874685142119,997.9962901905752
322,3619.7287266422018,-65.150725546694,1063.1470157372692
323,3619.615727259028,-20.75365773367082,1083.90067347094
324,3699.3480615956883,-0.00020100886038810107,1083.9008744798002
325,3851.503430451168,-6.640589968363998e-05,1083.9009408857
326,4046.9431991766587,-3.6142466063071315e-05,1083.9009770281662
327,4273.877001452121,-2.4390897909475043e-05,1083.901001419064
328,4517.8488155420555,-1.9142894971624693e-05,1083.9010205619588
329,4762.722272544226,7.71319802999636e-06,1083.9010128487612
330,4786.999997058537,204.84202469100472,879.0589881577562
331,4786.999997058148,188.19701110953238,690.8619770482238
332,4786.9999970526205,139.39088542427774,551.471091623946
333,4774.338307687312,74.6401944296981,476.830897194248
334,4729.444782649044,18.96646197519123,457.86443521905665
335,4631.678832888973,-1.1224528597157917e-05,457.8644464435854
336,4507.282607672587,-3.270415796233907e-05,457.8644791477433
337,4382.958312899456,-4.054065681901948e-05,457.86451968840015
338,4267.71692428723,-5.1382914730555384e-05,457.8645710713149
339,4169.531745826952,-6.598566979095935e-05,457.86463705698463
340,4095.242961876786,-8.36283916509059e-05,457.86472068537626
341,4050.102258271043,-9.948591647689603e-05,457.86482017129276
342,4037.423768348613,-0.00010497180832380376,457.8649251431011
343,3849.350389822655,-0.0005394721560937872,457.86546461525717
344,3802.0263496569423,-91.90872451890391,549.774189134161
345,3801.9065788392013,-172.59906420823535,722.3732533423964
346,3801.8670401233403,-189.47387692631835,911.8471302687147
347,3801.525695023405,-141.07381831887105,1052.9209485875858
348,3801.1671507042556,-30.979932504758054,1083.900881092344
349,3934.245320427748,-0.0002786482950145526,1083.901159740639
350,4141.785133137458,-0.00011675658282569903,1083.9012764972217
351,4379.255896755186,-8.029126782178578e-05,1083.9013567884895
352,4631.313977588487,-8.584228482988919e-05,1083.9014426307745
353,4840.651739562515,41.170988491571514,1042.730454139203
354,4843.905027994549,270.9660021952378,771.7644519439652
355,4842.615061119978,269.7440788019227,502.02037314204244
356,4841.0002969444395,236.9232712159025,265.09710192613994
357,4840.633114504461,173.86590799211947,91.23119393402047
358,4835.718692252384,91.2254451071781,0.005748826842353707
359,4821.697930836746,0.005741666105540718,7.160736813021958e-06
360,4706.675721593869,-0.00013558195444622015,0.000142742691259227
361,4589.446395452435,-9.992199177681215e-05,0.00024266468303600982
362,4478.597148957912,-0.00010417717265132981,0.0003468418556873002
363,4381.896318271857,-0.00011699475028320205,0.000463836605970455
364,4306.083327679119,-0.0001310913629029143,0.0005949279688733143
365,4256.41297664326,-0.0001368603316539417,0.0007317883005271946
366,4236.302109002575,-0.00012676184343458048,0.000858550143961707
367,4031.925275683592,-0.001312587976569189,0.0021711381205308227
368,4000.0748926475067,-129.16264210376454,129.1648132418851
369,4000.099207858758,-235.37051725643542,364.5353304983205
370,3992.0919364474184,-270.97213977470767,635.5074702730282
371,3999.6209674892016,-256.1475057262154,891.6549759992434
372,3999.518585657374,-169.04096734088844,1060.695943340132
373,3999.3285709442093,-23.20507067361416,1083.9010140137461
374,4170.06960727657,-0.0002184408944572763,1083.9012324546406
375,4398.350474564816,-0.00010839430483825472,1083.9013408489457
376,4644.388210212778,-0.00010163919357496101,1083.901442488139
377,4820.742680546299,69.48352772058558,1014.4179147675533
378,4846.9185806943415,270.9745593960007,743.4433553715527
379,4830.338817836712,270.9734185503992,472.4699368211536
380,4817.8054706463745,236.4490561907573,236.0208806303963
381,4817.697698715561,161.95925651513767,74.0616241152586
382,4809.921467540054,72.3954305274658,1.666193587792782
383,4766.896281085305,1.666169382172659,2.4205620123091362e-05
384,4646.005466081226,-7.480720930483075e-05,9.901282942791222e-05
385,4522.286240618369,-5.999468189613125e-05,0.00015900751132402472
386,4405.646980860778,-6.344392514097537e-05,0.00022245143646497503
387,4303.635072619981,-7.395792090403125e-05,0.00029640935736897597
388,4222.776103172829,-8.839013840660258e-05,0.00038479949577554325
389,4168.130782117711,-9.943825762070666e-05,0.00048423775339621
390,4142.952725118453,-9.612063346313585e-05,0.0005803583868593015
391,3985.1861713874764,-14.054372756995907,14.054953115382766
392,3985.184200414367,-138.85112668724688,152.90607980262968
393,3984.97550941552,-209.41561621908915,362.3216960217188
394,3982.2199430442492,-220.37750067090028,582.6991966926191
395,3984.6883636544476,-180.47654364088058,763.1757403334997
396,3984.558426367592,-86.60308649351646,849.7788268270162
397,4035.109979583256,-0.00024189953146457508,849.7790687265476
398,4205.135587471463,-5.5891241712563834e-05,849.7791246177894
399,4395.709577692292,-2.948952535642434e-05,849.7791541073148
400,4593.5728617122,-1.9220016586938463e-05,849.7791733273313
401,4750.554873154383,34.82231124189547,814.9568620854358
402,4750.92580453707,207.55677988761173,607.4000821978241
403,4739.617535026217,200.54391915800355,406.85616303982044
404,4717.0730422686875,175.6475518374638,231.20861120235665
405,4684.541912379973,134.61345002876055,96.59516117359613
406,4643.99247893333,80.26871729356897,16.326443880027146
407,4597.973235495317,16.32636090409279,8.297593435886805e-05
408,4118.4771077093865,-0.0004234377015090125,0.000506413635867735
409,4000.7831507852848,-0.00034189612994787707,0.0008483097658152257
410,3890.9319993905065,-0.0003549660261092704,0.0012032757919239348
411,3796.1650316887026,-0.00038682096753351567,0.0015900967594567404
412,3722.6621387939754,-0.0004083914655830641,0.0019984882250389585
413,3675.1118897874258,-0.00039504742502357454,0.0023935356500615597
414,3656.384463774845,-0.0003445401677163809,0.0027380758177768423
415,3486.9093363538927,-0.0002790541553753285,0.0030171299731509504
416,3354.3870090874557,-0.0006739573231830876,0.003691087296332698
417,3314.4523464523922,-46.54696288771565,46.550653975011976
418,3329.115682518984,-95.49610731081955,142.04676128583154
419,3345.2317641590917,-91.02463863498436,233.07139992081585
420,3361.450970472371,-32.893346291802295,265.9647462126182
421,3451.726229079837,-0.0002418231648278911,265.96498803578305
422,3615.175506485316,-8.013617343218922e-05,265.96506817195643
423,3807.3068066538963,-7.232657684050281e-07,265.9650688952222
424,4014.2454676899683,-2.57566810999371e-07,265.965069152789
425,4220.83147779593,2.0374038895132465e-07,265.96506894904866
426,4411.738016448663,-7.635755936230215e-05,265.965145306608
427,4378.051237263996,-8.27443424243799e-05,265.96522805095043
428,4315.283634498578,-9.371746416749483e-05,265.9653217684146
429,4227.011895639625,-0.0001119381958183728,265.9654337066103
430,4118.6239591266385,-0.00014346351879229534,265.9655771701291
431,3996.9633499619576,-0.0002040638988053118,265.965781234028
432,3869.809933855183,-0.00034940899700113047,265.96613064302494
433,3745.6017973537405,-0.0010170519760468533,265.967147695001
434,3640.2732104248666,-7.776828434221063,273.7439761292221
435,3562.721235423551,-24.653178209491493,298.3971543387135
436,3504.1283238522915,-35.40871530032854,333.8058696390421
437,3468.445358033352,-39.199406924280304,373.00527656332235
438,3458.15195263963,-35.652988282634304,408.65826484595675
439,3283.539638702279,-24.84712046622277,433.50538531217944
440,3189.264637127196,-49.06196045200054,482.56734576418
441,3205.886192450935,-130.85709214047375,613.4244379046538
442,3234.2389075486635,-166.64570700354744,780.0701449082013
443,3265.8173624656292,-147.29726565982148,927.3674105680227
444,3299.284983127609,-74.61788285406604,1001.9852934220887
445,3379.381267267473,-0.00033681014164948603,1001.9856302322304
446,3572.9543694485596,-7.431919183320074e-05,1001.9857045514221
447,3793.245146553135,-7.22304865513501e-07,1001.985705273727
448,4026.4181782496503,-1.9533074623974785e-07,1001.9857054690578
449,4257.767342268444,3.200494032395429e-07,1001.9857051490085
450,4472.578772314541,1.042442761003954e-06,1001.9857041065658
451,4456.730747320349,7.859428802747583e-07,1001.9857033206227
452,4408.018688688843,6.702328367308673e-07,1001.9857026503898
453,4329.742133927346,4.854580562705356e-07,1001.985702164932
454,4227.146963304921,-6.919349833208526e-05,1001.9857713584303
455,4107.074630570458,-8.106427265976125e-05,1001.9858524227029
456,4355.467616056232,5.468746778033171e-07,1001.9858518758282
457,4224.989646378697,-7.501671173409079e-05,1001.9859268925399
458,4102.224650938268,-8.998497681570765e-05,1001.9860168775167
459,3995.2567245401806,-0.0001090669195828101,1001.9861259444363
460,3911.0960510781624,-0.0001312800783968333,1001.9862572245147
461,3855.2166553895554,-0.00015254474997466,1001.9864097692648
462,3831.1983621626273,-0.00016525531812657543,1001.9865750245827
463,3613.052240807816,-0.00016312408530441856,1001.9867381486682
464,3440.461464721371,-0.0001470800587749775,1001.9868852287269
465,3328.942783805629,-0.0004300086150876788,1001.9873152373422
466,3310.799818740803,-25.9726659990114,1027.9599812363533
467,3339.6892129025146,-28.45112129403407,1056.4111025303873
468,3406.5819550031188,-0.0007135177733367667,1056.411816048161
469,3564.65609109829,-1.8738555002731913e-06,1056.411817922016
470,3775.076507265582,-2.0779061861411392e-06,1056.4118199999225
471,4023.9744101004612,-2.3216032705660723e-06,1056.4118223215257
472,4294.938313476644,-2.7630964800015325e-06,1056.4118250846223
473,4570.12317086286,-3.851994798357592e-06,1056.4118289366172
474,4720.4605369171795,110.99557680864281,945.4162521279742
475,4728.366596306921,104.74738679466724,840.6688653333069
476,4722.993384533848,81.49708038258396,759.171784950723
477,4705.312912904741,43.01000697862624,716.1617779720968
478,4669.235180757374,4.638229809736423e-06,716.161773333867
479,4573.409882696534,-1.0696409719384512e-05,716.1617840302767
